sportsman_name,team_id,uuid
Jie Yang,TA601733961,940b33b3-6ad4-41c6-ba2f-93fdd3c9f9f0
Mohamed Baya,TA601733961,447fccd9-b285-447c-ac50-8ed1d1884d54
Allister Manyatsi,TA601733961,db769d94-1c2f-4fb1-9709-bacdbae12986
William Sharma,TA601733961,b273c916-bd6b-4473-87e3-ed7d3ab0d6d7
Walter Bauer,TA601733961,68142f13-4027-4724-9a2c-f60b236de063
Chau Do,TA601733961,f74a5159-4f67-4f82-9c54-8ee40cc3702f
Zienia Karat,TA601733961,879b350f-1eba-4bbf-a9d9-9a639ca0be1e
Ahsan Bhutto,TA601733961,894e0f98-1dbc-4b80-8ebb-2417d5f5a2d1
Collins Omondi Amanaka,TA601733961,29c87758-937d-4b91-90da-6c488c414233
Asim Ahmed,TA601733961,9399e7d8-5112-4ec4-a068-94d5c07ee115
Adam Kaczmarek,TA601733961,98d418fd-4a92-4d1b-874d-88a44649b7c7
Pietro Greco,TA601733961,1c2bcdef-9320-4418-ba23-453b3ea24f51
Donald Smith,TA601733961,a2cb2ecc-49e6-4b40-a966-0cae0153369d
Ahsan Khan,TA601733961,8fa1bb10-f8cb-494f-9773-2e1233680f1e
Paulo Oliveira,TA601733961,82ed8d8a-b215-4714-9a15-9a1bd5cfab23
Manuel Garcia,TA601733961,9bf33b26-6432-4a30-bd73-f1527c9e6eba
Chairil Thielsch,TA601733961,15764f82-3d2a-4ae5-b551-a6e012c65f10
Jose Salvador,TA601733961,308c87ab-bd97-45a1-b0cd-552659b6366b
Yiannis Alkaios,TA601733961,e43e3790-914e-4aaf-a4e2-8fd22efcdab7
Jie Wu,TA601733961,a83b82f7-4f1e-4084-86c8-71e6dd26ae0c
Julia Haarhoff,TA601733961,f2ded90d-6316-4561-9ffa-bf8aeee7a8ad
Emperor of Brazil Machado,TA601733961,650ff6d8-cd9e-4c30-b7ec-d4afe3ab6b58
Csaba Szabo,TA413735321,7eaeca6e-04f1-4249-b67f-ab3d319098f1
Cristian Montt,TA413735321,7e3077c9-5238-4020-83f8-56c10762ce09
Rafael Silva,TA413735321,9729f9d7-c05c-4ec9-a332-b995f4401bcd
Ching Pham,TA413735321,9246ce8b-9c71-4024-9793-9324ec9f1b57
Imran Ahmad,TA413735321,46fa2686-89ea-40d5-9665-8a7d759eddba
Deepak Chopra,TA413735321,d7b966ee-c04b-4bab-945a-d603e169ee13
Annemarie Bos,TA413735321,14b33767-4223-4c7c-a8d7-4a4b4764c99d
Karim Bajt,TA413735321,a773bc7f-8c85-4b20-b218-24282d5adbe8
Guillermo Rodriguez,TA413735321,4ee61fd8-f6be-46f8-96bf-2516a1c9dd95
Pedro Alonso,TA413735321,2a24bc8d-aa51-4480-a69c-d4a82b766f07
Jie Yang,TA413735321,77800422-8df5-4c7b-a5be-6b6c1ff376a9
Alexandre Costa,TA413735321,b4dde313-d68b-4e5d-9457-f674a6e55f31
Arjun Kumar,TA413735321,2b302057-87d7-4da3-afc2-ab7717790f0a
Jie Li,TA413735321,776a5136-e453-4b2d-b613-df839ce5ead5
Andrzej Beck,TA413735321,e423f585-1f4d-483a-8114-7384a22d5c0f
Bing Yang,TA413735321,18bf1c9d-c6f8-4755-ad3c-095a6e311eef
Roberto Munoz,TA413735321,50598159-f947-4f17-ac51-9b0bab426b0d
Jose Garcia,TA413735321,d9cbb7ab-ca2c-4d6c-bb3b-b0b02e2f25ab
Francisco Pinto,TA413735321,103ea14c-9a52-46e1-8a76-1eb77f8c08c1
Bruno Ferreira,TA413735321,4346e1a2-7f7c-47aa-b657-e488c79918b5
Chen Wei,TA413735321,2e95041f-fdd4-483b-9ed2-3ba47bb41c57
K. Khan,TA413735321,2d6dd89d-c1c8-4a6b-9665-ff946e681aa2
Franz Hoffmann,TA413735321,4026bc08-0ba8-4b95-b2bd-b77cd8325c8c
Joseph Sotto,TA413735321,d45d5d1b-838e-403c-8d8f-ab0af8654cfb
Pierre David,TA413735321,ec01fc6f-7b63-44ed-94ca-3bce3df71469
Arturo Gonzalez,TA413735321,abeddb4d-197c-44fd-afc3-9bf25605d586
Rene Buysse,TA413735321,193dacf3-c08c-4cd3-8ef7-8f33c76d8c44
Anastasia Dobrunov,TA413735321,8d6998eb-a4a6-4f70-add3-fcd34d35c99d
Li Zhang,TA413735321,fe2f5ace-f370-488e-8be3-559da2a5b458
Anh Ho,TA915057590,05e8675f-21ad-4d8f-9251-3844fd69ee30
Carlos Sanchez,TA915057590,7af94ff1-0925-4b99-a9d2-b25183bdef5c
Bingjian Li,TA915057590,4200cbca-a14a-4a4a-a929-e216ac942ea5
Anthony Nasenyana,TA915057590,633ac39c-e3c1-4797-8970-c4ddf63a1a39
Baktykozha Iglinsky,TA915057590,976e8203-6dce-4069-843c-0c1174f12ff2
Per Andersson,TA915057590,5d32f5d8-6b9b-4e1e-b062-941aa517f6a6
Kittipol Boy,TA915057590,ec53821b-2cbf-4c7f-a6c3-4a1594a51d01
Kenji Inoue,TA915057590,1dbfa61c-8a7e-445c-a79d-93ea144206a6
Zheng Zhao,TA915057590,aea0cb32-cc64-4898-a757-cab71910f16f
Eddie Binalshibh,TA915057590,110d4adf-fb97-4d1c-82a9-95be71fcf082
Shweta Khan,TA915057590,1800ecd4-1f66-4f5a-a24f-4c13070022cc
Adisorn Paphunga,TA915057590,874cfdf2-e41b-408d-881a-b8e2e9a40770
Rudolf Hartmann,TA915057590,d38bf03a-da00-4cb0-a694-14f465986e32
Aditya Singh,TA915057590,bcccea14-e3fe-42a2-9218-be0315d1d379
Lei Zhang,TA915057590,2fb7bcba-5e5a-44cc-9c1d-1ed386977b44
Ching Hoang,TA915057590,0bda478b-7404-448e-9253-b003b605e7b0
Mike Fox,TA915057590,8f8041e4-be77-4fe3-9b19-ec80bf5c799b
Otto Beran,TA915057590,27712ecf-4049-4ae2-880a-bfcab59809c1
Cesar Loan,TA915057590,223fe792-4815-49a6-95d4-f7209a96ad68
Pol Rundaro,TA915057590,aadd26b3-f4ec-402a-bb4e-1e6ff049c6a0
Andre Arnaud,TA915057590,6904eb7a-47cf-4a35-898a-b8fd738ae1e7
Tom Brown,TA915057590,54da090d-f887-4907-8cc2-f5cf63e840e0
Antonio Chavez,TA915057590,6f680d1d-e41b-481f-8a8e-494027d02a30
Mahmoud Aldebe,TA915057590,243a5b31-e398-4d9a-960a-64a0e236e4d5
Shweta Kumar,TA915057590,858d7c51-dafc-40d5-9645-bdc2343b540e
Alexandra Garlitsky,TA915057590,eab242f0-e568-495f-a4f4-25c5578528e6
Aditya Rao,TA915057590,e9d5bb0d-4fa2-4b86-a95e-23324faebad5
Fritz Becker,TA314596575,c8d1e706-bf95-4e18-88f0-f70b4a416aec
Fernando Gonzalez,TA314596575,54ddcd36-a2f1-4b71-900d-505ef9922816
Bingjian Xu,TA314596575,4c8e8336-013f-485e-812d-c1fc6a845cf2
Yang Zhu,TA314596575,372bc099-b22b-4eaa-8a25-00d9efc4c97d
Paolo Colombo,TA314596575,e44e6867-1e4e-4339-9015-c5d347d9af41
Alfonso Calvo Cuellar,TA314596575,da337d24-bc98-44a4-98b5-c384a281a7d2
Lei Li,TA314596575,3f645d6e-7eac-4be9-aa48-5b76c3e4a354
Edip Alp,TA314596575,22a861e1-2ae4-44bd-b2f9-cb74434f5e56
Kiril Kolev,TA314596575,632f8f36-a515-4ca5-bca6-57521e23983d
Alice Yang,TA314596575,a7000238-8dab-4fa9-9277-65b34b5a5f55
Takeshi Kato,TA314596575,85c64de7-6987-4052-b70d-8530e7f5e4a6
A. Rao,TA314596575,ca742cfa-54d6-4feb-ad3a-57488c51d4e7
Abdala Faye,TA314596575,ae3ed1dc-e5bd-4abf-af16-4a165a4fd290
Kirill Basov,TA314596575,cc56e01a-039c-41be-b6e3-6c8b3b8b6bbc
Abhishek Khan,TA314596575,e1908f6b-79bd-4ae0-99c3-92f41fda8199
K. Singh,TA314596575,b3a2aa2b-4825-48c2-abfa-09173a32c116
Ivan Merzhanov,TA314596575,27d86c70-fc27-48d6-93b0-0c842c609312
Ahmad Kamkar,TA314596575,efc30d1d-1e56-4235-b1cf-2e562e600714
Yacoub Faye,TA314596575,d76f63a2-6d24-4d69-b186-597b7f3947f0
Juan Lopez,TA314596575,c52231cc-7aa3-41b2-91ad-ad5785d7ee33
Abdou Dia,TA314596575,e2bb6e73-b76e-40af-a826-9c839b79dd0c
Richard Reyes,TA314596575,d7571b64-28a9-44f5-94a9-5f00719a7bec
Mikhail Berman,TA314596575,30dcde97-cc04-4cb6-ac84-ae71df4a5d92
Antonio Alonso,TA314596575,017c2a86-a8f9-4166-8868-c9babf1845c5
Colin Robinson,TA314596575,19b83bb7-4560-4663-b2e3-33756dfad5e6
Chengying Wang,TA314596575,8ae494ac-493d-4109-8272-e97cba50ebb3
R. Kumar,TA314596575,4346db1c-5a64-40b9-98b8-a264eda8e11f
Chengdong Yang,TA436037898,608a55dc-79d8-4cf3-b88e-c9d2ace4b5b7
Amit Kumar,TA436037898,76d92e0f-844c-486e-871a-851773317cee
Abraham Berg,TA436037898,730808c6-7d4f-439f-bd4c-d6a80cfdd297
Sirak Mamo,TA436037898,7fd016a0-71c5-4f93-9f13-e0cb378fb3b3
Otto Becker,TA436037898,945d654b-24ff-4092-bd9c-b6c343f1137a
Deep Jasani,TA436037898,7b399194-7a7e-49c5-a166-022de1642d3c
Ning Li,TA436037898,9465edfd-d1ba-4b20-a516-934a6ee67ec4
Johannes Muller,TA436037898,0ad34490-0525-4d9f-b3b8-092e4ce80394
K. Singh,TA436037898,10d4a3f1-4e21-498d-8b07-936ab3256a9f
Karan Kapoor,TA436037898,386b4cd3-ca23-4fd1-9bc4-de85c9af71d9
Kaoru Inoue,TA436037898,2c53b5fa-85d2-4bb1-8093-538cd9f4bd4b
Rahul Khan,TA436037898,0619cca5-d340-4218-8a93-23bd4d46325d
Eddie Cruz,TA436037898,b3363dab-f8af-4ed4-8328-df27a14f39b9
Med Vall,TA436037898,77aaec0f-dd74-4e12-b73a-c1f4d28dc1cf
Abhishek Sharma,TA436037898,3a6e6f93-af88-4bf8-a764-3fa10039f82a
Bingbing Li,TA436037898,688a6d20-66a0-40ac-add8-69670eaac56f
Zeki Koksal,TA436037898,f71e6fe2-e246-4248-9c6c-93a7d8d98155
Eve-Mary Thai Ha,TA436037898,8460d2e5-3e6d-458e-a7d7-dac53e6a26ad
Israel Hashai,TA436037898,6225bda5-c8cb-4e00-bc8e-0e45adbb9f76
Ouwo Moussa Abouba,TA436037898,3a22f7be-784d-4dd5-bfbf-dd868c2989c1
Abdul Razzak Aman,TA436037898,809ac790-73ff-44cc-bf08-5b63de81a5de
Jun Wang,TA436037898,5c0188e2-a096-4418-ac4b-dbf84fbf4564
Barbara Omonga,TA436037898,78b962d5-1b98-4de4-bb3d-2a123d2489c3
Budi Budjana,TA436037898,116e0527-f3c4-4f06-b2aa-9dc593671660
Leonid Makarova,TA436037898,419bef93-e534-496c-b694-3b5b17a39de8
Yuki Ito,TA436037898,1dbee61c-f543-43a4-8f70-80c9f1d37afb
Yang Zhang,TA436037898,a22b5c62-d6c0-4dff-a0de-c022c7d8dac5
Artur Lepland,TA272106805,fba6aa32-a502-45a7-be70-2d08c4742678
P. Perera,TA272106805,1f023d79-3031-4ae3-a085-74cf7c4d7a99
A. Sivan,TA272106805,351bcc01-451a-4659-974e-b58dc806fe27
Bing Yang,TA272106805,42520f38-49de-4d32-80bb-3e95029fb353
Juliana Costa,TA272106805,bcda3e2d-a31f-4f22-b4c6-972d0ef9e292
Baby Wang,TA272106805,6725dcd0-761b-42db-9426-510f31f6b328
Alexandr Bajt,TA272106805,90e2d7dd-0122-413d-bb10-2b09dcf0d4f0
Abdou Dia,TA272106805,0624f4e0-17c3-4911-8e61-c411b4855ad8
Arun Singh,TA272106805,65b4b777-f10b-447f-bd64-6a6da686e9e5
Andrei Hleb,TA272106805,ce182366-05ff-4543-91d3-d63c160e76e2
Jaime Gonzalez,TA272106805,9086585d-d998-41a1-8062-9c22c4c4284e
Abdul Haris Anwar,TA272106805,fece14ce-b674-4186-9d15-20a1aec0de79
Vladimir Eduard,TA272106805,3b074f6e-2b69-4279-a48f-ad87ed633224
Joseph Smith,TA272106805,2ffe36c8-1ab1-4614-a41f-c6e4c5620e0c
Henri Bettens,TA272106805,96b66676-0147-4719-a9bf-64c9a62a4101
Carlo Garcia,TA272106805,08703295-2d98-4565-a2c8-4628e366827e
Bingyi Liu,TA272106805,bff814fa-f19b-4fa0-a0fb-b2b61aa15666
K. Nair,TA272106805,078fe03a-bb68-4b2d-b491-6788a4091c20
Klaus Engel,TA272106805,c9dabcde-2f29-498c-8f0b-e193a447a62e
Ashok Khan,TA272106805,5ad8ef83-e2a5-4e3f-aa16-91a4fdace09c
Hiroshi Sato,TA272106805,99c734c9-384d-4cd5-8da8-e25f3b3a4fa0
Viktor Agrest,TA272106805,a34df8ff-151c-47df-9f49-da57ac2230df
Arjun Singh,TA272106805,ba12dc16-df81-4449-b860-74e8feeb7989
Mario Alonso,TA272106805,ca638612-ba6f-4883-9708-8b2599bbbd5d
Deepak Singh,TA272106805,111aa2cf-d2d3-4fbd-a039-173f75bc0e20
Anand Wattansin,TA531233521,e2bcb558-1c33-41f8-8c76-8f3192224dcf
Jana Kerndlova,TA531233521,ef9beb7f-f051-4c81-94de-6125d1abef1b
Arun Khan,TA531233521,43a82091-2fad-4b51-8663-6c7c961eb547
A. Sharma,TA531233521,b96b892a-da9a-43dc-8017-432fbc3d815c
Jimmy Bembo-Leta,TA531233521,80dc9ced-3b8f-42a8-84ec-35682f0be015
Meera Sharma,TA531233521,1c014622-13fb-4c2c-97a9-53d1e8594d26
Ritchie Kanam,TA531233521,f4b4465b-83c4-4b58-9327-a70deadae252
Michelle Maclean,TA531233521,4db8bce2-53a7-45a3-a6fb-396d49f7cc8e
Abdellatif Chihab,TA531233521,bd45b705-37c3-4472-b2d7-bacaaa0ca822
Ismail Omar Bahaina,TA531233521,d07a4a15-cb16-4097-bee8-a43e21a3cef0
Peng Hu,TA531233521,9ffa1206-d08e-4ec7-9828-e60fc1408008
Leandro Alves,TA531233521,07e23eea-3411-48e3-88aa-4bcf023c5ad2
Chen Wang,TA531233521,16ebee8b-49fd-4293-913a-9364e46ef59e
Dieu Hoa Ha,TA531233521,2551f6f1-cbe8-482d-9758-6274e4e96d03
Ramon Reyes,TA531233521,61656942-0ec4-4923-8106-13d0b081c0e2
John Tembo,TA531233521,1e75562b-6b7f-415a-8208-c34c20fab879
Patricio González,TA531233521,7d5395d3-5200-4db4-888c-40417472dd4d
Salma Malik,TA531233521,72de49ec-9a3c-4472-ad2a-ebb2dec1728e
Eddie Aquino,TA531233521,c48bb8bf-5a44-4f02-a9eb-7d10514a0670
Anura De Silva,TA531233521,1942aef4-a823-4dd7-93ff-b570334214bb
A. Kumar,TA531233521,7d029fb6-8dc9-4459-a129-d316d79405a5
Jorge Araujo Castro,TA531233521,51bc7bab-2137-4bdf-9567-42a51889acd4
Bingbing Wang,TA531233521,8295323f-4d27-4e77-aa48-3a7f39e74623
Lei Wu,TA531233521,9e0e66f4-baf2-4cac-a871-767326d73be0
Claude Mangalaza,TA531233521,9b837140-e012-4cba-9de0-1e58ae5fbb5c
Jerzy Ciesla,TA531233521,c4446282-3c57-4e1c-a0b2-0e1961134bc0
Yang Lei,TA531233521,28a2ba89-9aa1-4e62-9aca-eeb6a994aa3d
Hao Zhang,TA531233521,54ce4296-1e00-4b9f-a687-40e66980c35b
Carlos Silva,TA531233521,fe60c245-af7c-4424-8c80-4c30abef0789
V. Joshi,TA379486547,a8505d6e-145a-4116-a9f7-c61b8c136c13
Gamini Dineth,TA379486547,9253931e-a619-4dfd-8a17-35c17d1077ee
Abhishek Jain,TA379486547,2c4ffa2f-6659-48ae-be48-4a17df0b7fe7
Cheng Zhang,TA379486547,f78c59da-2459-40eb-b56b-f517aa6c5a32
Bernard Arnaud,TA379486547,1b252c5b-190e-4e3c-8aee-d37c209c30ef
Anastasia Balawan,TA379486547,7dbc5950-f48d-4d75-87f7-7614ec86ef69
Rahim Zaland,TA379486547,022ba24a-841f-4733-84a8-af2728755c1a
John Ahmed,TA379486547,4c803db5-c36f-41e7-a9b8-53b221547793
Alfred Bauer,TA379486547,82187b78-2615-4af5-bec4-347f29fa0bdc
Mohamed Hassan,TA379486547,b8b9d52c-af4c-46df-a7d2-0b6df4ab068e
Jack Thomas,TA379486547,679fae35-63df-48ca-812e-4479ee438812
Zbigniew Kowalski,TA379486547,369022b1-ee95-4ea4-825f-cdfe8533eb4f
Edward Kaczmarek,TA379486547,7397cd22-cff2-4d03-9692-f3fee1fc1a55
David Hughes,TA379486547,1db4fe7c-469f-42dc-8181-ebb433469ad2
Werner Becker,TA379486547,7ffd4d82-84dc-486e-8e86-ebb16404a62f
Kunal Khan,TA379486547,1e761dcd-8fc1-43ad-aeeb-9e80b89392f5
Ali Abdullayev,TA379486547,bfb80e2e-78bf-4926-9334-3ff5fccd50d5
Đinh Diễm Liên Bach,TA379486547,b12cdde0-ed75-4721-8c5c-17d3e03806de
Carlos Bravo,TA379486547,1ab0d70b-cda7-45d8-aaf1-897b85bf4dfd
Evgeny Feltsman,TA379486547,0c45ece3-c9be-4af9-a3e3-dd0259d93648
Ahsan Qureshi,TA379486547,adca5c47-85a4-49b5-bbca-e0157de04ac6
K. Singh,TA379486547,6ab71ed6-27e8-404a-90a9-f3491f8133cb
John Chatterjee,TA379486547,156aa035-7410-47ae-9f4b-3d2f27e78884
Ali Kamkar,TA379486547,4d0b0637-cc7d-4a45-a730-3e1d0d04a1a4
Faisal Qureshi,TA379486547,30c2af96-27c4-4a78-88a9-f164044de326
Chengying Yang,TA907457214,f8b12e87-b33a-4323-bd0e-98da544b33ad
Abdoulatifou Aly,TA907457214,b7848f6d-1b3b-4c02-b76d-cb26a7ac12c4
Bo Larsson,TA907457214,7cf46272-772b-4907-9e0a-ce65f071fb01
Aharon Galula,TA907457214,7fb3fe90-9fd1-47b9-835f-23c0167a8100
Aditya Narayan,TA907457214,ea861d00-c9cf-4092-b70c-1200d3892db7
John Smith,TA907457214,5d3c5b88-80a8-4d97-8d33-45d59f3b7284
Karan Sharma,TA907457214,29f07b4b-8520-4129-a9d2-1e1daa83c4b8
Hiroko Suzuki,TA907457214,ed662385-ca7d-4c44-88e5-4a99667b5857
